id,id,tuits_ideas,#palabras,#longitud_ideas_tuits,tuit_o_idea,#etiquetadores,conoce_fuente,hecho_prom,contraar_prom,opinion_prom,argumento_prom,hecho_sum,contraar_sum,opinion_sum,argumento_sum,#menciones,#hashtags,#urls,replies_count,retweets_count,likes_count,reply_to
112,1,55729E+18,Un juez corrupto igual que ellos,6,32,0,2,1,0.00,0.00,5.00,2.50,0.00,0.00,0.00,12.50,0,0,0,0,0,0,4
113,1,55729E+18,Seguimos teniendo delincuencia en las calles,6,44,0,2,1,5.00,0.00,1.50,2.50,0.00,0.00,4.50,12.50,0,0,0,0,0,0,4
114,1,55729E+18,Son sinvergüenzas se valen de artimañas para salir a cualquier costo,11,68,0,2,1,0.00,0.00,5.00,1.50,0.00,0.00,0.00,4.50,0,0,0,0,0,0,4
115,1,55729E+18,@OscarParrilli @JorgeGlas @LassoGuillermo Un sentenciado debe cumplir su pena y devolver la plata,13,97,0,2,1,0.50,0.00,4.50,0.50,0.50,0.00,0.50,0.50,3,0,0,0,0,0,4
116,1,55729E+18,Un juez corrupto igual que ellos,6,32,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,4
117,1,55729E+18,Seguimos teniendo delincuencia en las calles,6,44,0,1,0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,4
118,1,55729E+18,Son sinvergüenzas se valen de artimañas para salir a cualquier costo,11,68,0,1,0,0.00,0.00,5.00,4.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,4
119,1,55729E+18,@OscarParrilli @JorgeGlas @LassoGuillermo Un sentenciado debe cumplir su pena y devolver la plata,13,97,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,3,0,0,0,0,0,4
120,1,5573E+18,@RonnyAleagaS @LassoGuillermo @JorgeGlas @BancadaUNESec Cuando un tipo como este habla de secuestro tan libremente entendemos que la delincuencia quiere apoderarse del país !! Presos todos ustedes deberían estar.,28,212,1,1,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,4,0,0,0,1,7,5
121,1,5573E+18,@RonnyAleagaS @LassoGuillermo @JorgeGlas @BancadaUNESec Cuando un tipo como este habla de secuestro tan libremente entendemos que la delincuencia quiere apoderarse del país !! Presos todos ustedes deberían estar.,28,212,1,1,0,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,4,0,0,0,1,7,5
122,1,5573E+18,@RonnyAleagaS @LassoGuillermo @JorgeGlas @BancadaUNESec Cuando un tipo como este habla de secuestro tan libremente entendemos que la delincuencia quiere apoderarse del país !! Presos todos ustedes deberían estar,28,211,0,1,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,4,0,0,0,1,7,5
123,1,55732E+18,@LassoGuillermo la delincuencia se ha tomado el país y lo está matando y acabando, no podemos estar tranquilos en ningún lado, este país no es bueno para vivir, para invertir, para hacer turismo, qué nos queda!?? Hasta cuando!!??,38,229,0,1,1,4.00,0.00,5.00,3.00,0.00,0.00,0.00,0.00,1,0,0,0,0,3,1
124,1,55732E+18,El país tomado por la delincuencia y por la corrupción….,10,56,1,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
125,1,55732E+18,El país tomado por la delincuencia y por la corrupción…,10,55,0,1,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
126,1,55734E+18,@jeanCar02172102 @PaolaCabezasC @AsambleaEcuador @UNESECUADOR La señora cabezas respalda a la delincuencia así como todos los del partido @UNESECUADOR,18,150,0,2,1,0.00,0.00,5.00,1.50,0.00,0.00,0.00,4.50,5,0,0,0,1,3,5
127,1,55736E+18,co/CEBtwP2Dvf,1,13,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1,3,11,1
128,1,55736E+18,🎙Cuestionó las cifras de inversión en el ámbito social por parte del ministro Esteban Bernal ya que no se refleja en las calles: “El mayor problema en Quito, por ejemplo, es la crisis económica y la falta de empleo, luego de la delincuencia” https://t.co/CEBtwP2Dvf,44,266,0,2,1,1.00,0.00,3.50,2.00,2.00,0.00,0.50,8.00,0,0,1,1,3,11,1
129,1,55737E+18,co/yP8Z6K1EVe,1,13,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1,5,7,1
130,1,55737E+18,Arrogarse funciones,2,19,0,2,1,2.50,0.00,2.50,0.00,12.50,0.00,12.50,0.00,0,0,0,1,5,7,1
131,1,55737E+18,Llenar sus arcas,3,16,0,2,1,2.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0,0,0,1,5,7,1
132,1,55737E+18, Llenar sus arcas.,3,18,0,2,1,0.00,0.00,2.50,0.00,0.00,0.00,12.50,0.00,0,0,0,1,5,7,1
133,1,55737E+18,(HILO) 👇🏻 https://t,3,21,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,1,1,5,7,1
134,1,55737E+18,👉🏻A debido llegar un #Banquero: - Para reprimir al pueblo. - No cumplir con las promesas de campaña. - Permitir que la delincuencia sea pan de cada día. - Arrogarse funciones. - Llenar sus arcas. - Mentir al pueblo. (HILO) 👇🏻 https://t.co/yP8Z6K1EVe,42,253,1,2,1,1.00,0.00,3.50,2.50,2.00,0.00,0.50,12.50,0,1,1,1,5,7,1
135,1,55737E+18,Para reprimir al pueblo,4,23,0,2,1,0.00,0.00,2.00,0.00,0.00,0.00,8.00,0.00,0,0,0,1,5,7,1
136,1,55737E+18,No cumplir con las promesas de campaña,7,38,0,2,1,2.50,0.00,2.50,0.00,12.50,0.00,12.50,0.00,0,0,0,1,5,7,1
137,1,55737E+18,Permitir que la delincuencia sea pan de cada día,9,48,0,2,1,3.00,0.00,2.50,0.00,2.00,0.00,12.50,0.00,0,0,0,1,5,7,1
138,1,55737E+18,👉🏻A debido llegar un #Banquero: - Para reprimir al pueblo,10,59,0,2,1,2.50,0.00,4.50,0.00,0.00,0.00,0.50,12.50,0,1,0,1,5,7,1
139,1,55738E+18,Ojalá lo haga,3,13,0,1,0,1.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
140,1,55738E+18,Ojalá lo haga,3,13,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
141,1,55738E+18,@SDegreace Uy que bueno sería, así no tendría que lidiar con la peor delincuencia organizada que existe LOS ASAMBLEÍSTAS. Ojalá lo haga.,22,136,1,3,1,0.00,0.00,5.00,1.00,0.00,0.00,0.00,2.00,1,0,0,0,0,1,2
142,1,55738E+18,@SDegreace Uy que bueno sería, así no tendría que lidiar con la peor delincuencia organizada que existe LOS ASAMBLEÍSTAS. Ojalá lo haga.,22,136,1,1,0,0.00,2.00,4.00,4.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
143,1,55738E+18,@SDegreace Uy que bueno sería, así no tendría que lidiar con la peor delincuencia organizada que existe LOS ASAMBLEÍSTAS,19,120,0,1,1,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
144,1,55738E+18,@SDegreace Uy que bueno sería, así no tendría que lidiar con la peor delincuencia organizada que existe LOS ASAMBLEÍSTAS,19,120,0,1,0,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
145,1,55739E+18,@LassoGuillermo Hoy #10DeAgosto2022 seguimos siendo esclavos de la delincuencia, de la corrupción al más alto nivel, de la falta de oportunidades, de mendigar atención médica y servicios de calidad. Que poco hemos avanzado en #213AñosDeLibertad,35,244,1,3,1,2.00,0.00,4.67,1.33,14.00,0.00,0.67,4.67,1,2,0,0,0,3,2
146,1,55739E+18,@LassoGuillermo Hoy #10DeAgosto2022 seguimos siendo esclavos de la delincuencia, de la corrupción al más alto nivel, de la falta de oportunidades, de mendigar atención médica y servicios de calidad. Que poco hemos avanzado en #213AñosDeLibertad,35,244,1,1,0,1.00,0.00,5.00,2.00,0.00,0.00,0.00,0.00,1,2,0,0,0,3,2
147,1,55739E+18,Que poco hemos avanzado en #213AñosDeLibertad,6,45,0,2,1,1.00,0.00,5.00,0.00,2.00,0.00,0.00,0.00,0,1,0,0,0,3,2
148,1,55739E+18,@LassoGuillermo Hoy #10DeAgosto2022 seguimos siendo esclavos de la delincuencia, de la corrupción al más alto nivel, de la falta de oportunidades, de mendigar atención médica y servicios de calidad,29,197,0,1,1,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,1,1,0,0,0,3,2
149,1,55739E+18,Que poco hemos avanzado en #213AñosDeLibertad,6,45,0,1,0,1.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,0,1,0,0,0,3,2
150,1,55739E+18,@LassoGuillermo Hoy #10DeAgosto2022 seguimos siendo esclavos de la delincuencia, de la corrupción al más alto nivel, de la falta de oportunidades, de mendigar atención médica y servicios de calidad,29,197,0,1,0,4.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,1,1,0,0,0,3,2
151,1,55739E+18,@FdoToaquizaV @LandysGomezRC @OrlandoPerezEC @JorgeGlas @LassoGuillermo Lee todos los juicios con sentencias, órdenes de prisión, prófugos que no regresan por que saben que van a la cárcel, tus ídolos tienen un largo historial de delincuencia, CON SENTENC,36,255,0,2,1,0.00,0.00,4.50,2.50,0.00,0.00,0.50,0.50,5,0,0,0,0,0,6
152,1,5574E+18,@eluniversocom Mejor @eluniversocom porque no nos cuentan cómo está el proceso de este individuo por lavado de activos…?? Delincuencia organizada? Etc? O ya se olvidaron de los milloncitos…. En el balde esa camioneta… @VillaFernando_ lo tenía clarito..,37,252,1,2,1,0.00,0.00,5.00,2.50,0.00,0.00,0.00,0.50,3,0,0,1,0,0,2
153,1,5574E+18,@eluniversocom Mejor @eluniversocom porque no nos cuentan cómo está el proceso de este individuo por lavado de activos…?? Delincuencia organizada? Etc? O ya se olvidaron de los milloncitos…. En el balde esa camioneta… @VillaFernando_ lo tenía clarito..,37,252,1,1,0,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,3,0,0,1,0,0,2
154,1,5574E+18,En el balde esa camioneta… @VillaFernando_ lo tenía clarito,9,59,0,2,1,0.00,0.00,4.50,0.50,0.00,0.00,0.50,0.50,1,0,0,1,0,0,2
155,1,5574E+18,@eluniversocom Mejor @eluniversocom porque no nos cuentan cómo está el proceso de este individuo por lavado de activos…?? Delincuencia organizada? Etc? O ya se olvidaron de los milloncitos…,28,189,0,1,1,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,2,0,0,1,0,0,2
156,1,5574E+18,En el balde esa camioneta… @VillaFernando_ lo tenía clarito,9,59,0,1,0,0.00,1.00,4.00,1.00,0.00,0.00,0.00,0.00,1,0,0,1,0,0,2
157,1,5574E+18,@eluniversocom Mejor @eluniversocom porque no nos cuentan cómo está el proceso de este individuo por lavado de activos…?? Delincuencia organizada? Etc? O ya se olvidaron de los milloncitos…,28,189,0,1,0,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,2,0,0,1,0,0,2
158,1,55742E+18,Como no hay mano dura,5,21,0,1,0,0.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0,0,0,1,2,11,6
159,1,55742E+18,Cualquier,1,9,0,1,1,5.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0,0,0,1,2,11,6
160,1,55742E+18,Como no hay mano dura,5,21,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1,2,11,6
161,1,55742E+18,La delincuencia es la que tiene acabada a la economía del país,12,62,0,2,1,0.00,0.00,5.00,1.00,0.00,0.00,0.00,2.00,0,0,0,1,2,11,6
162,1,55742E+18,@EstebanOrtizMD @AMT_Quito @PoliciaEcuador @LassoGuillermo @FiscaliaEcuador Por el inseguridad es totalmente inviable tener un negocio con la puerta abierta,18,156,0,1,1,0.00,0.00,5.00,2.00,0.00,0.00,0.00,0.00,5,0,0,1,2,11,6
163,1,55742E+18,@EstebanOrtizMD @AMT_Quito @PoliciaEcuador @LassoGuillermo @FiscaliaEcuador Por el inseguridad es totalmente inviable tener un negocio con la puerta abierta. La delincuencia es la que tiene acabada a la economía del país. Como no hay mano dura. Cualquier,36,254,0,2,1,0.00,0.00,5.00,2.00,0.00,0.00,0.00,0.00,5,0,0,1,2,11,6
164,1,55742E+18,La delincuencia es la que tiene acabada a la economía del país,12,62,0,1,0,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1,2,11,6
165,1,55742E+18,@EstebanOrtizMD @AMT_Quito @PoliciaEcuador @LassoGuillermo @FiscaliaEcuador Por el inseguridad es totalmente inviable tener un negocio con la puerta abierta,18,156,0,1,0,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,5,0,0,1,2,11,6
166,1,55742E+18,@EstebanOrtizMD @AMT_Quito @PoliciaEcuador @LassoGuillermo @FiscaliaEcuador Por el inseguridad es totalmente inviable tener un negocio con la puerta abierta. La delincuencia es la que tiene acabada a la economía del país. Como no hay mano dura. Cualquier,36,254,0,1,0,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0,0,1,2,11,6
167,1,55744E+18,Ordenanza pública enfocada a fortalecer la seguridad ciudadana, estrategia del municipio de Guayaquil en el ámbito de la prevención, para disminuir la delincuencia y la violencia criminal.,27,188,1,2,1,2.50,0.00,1.50,2.00,12.50,0.00,4.50,2.00,0,0,0,0,0,4,1
168,1,55744E+18,Ordenanza pública enfocada a fortalecer la seguridad ciudadana, estrategia del municipio de Guayaquil en el ámbito de la prevención, para disminuir la delincuencia y la violencia criminal.,27,188,1,1,0,4.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4,1
169,1,55744E+18,Ordenanza pública enfocada a fortalecer la seguridad ciudadana, estrategia del municipio de Guayaquil en el ámbito de la prevención, para disminuir la delincuencia y la violencia criminal,27,187,0,1,1,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4,1
170,1,55744E+18,Ordenanza pública enfocada a fortalecer la seguridad ciudadana, estrategia del municipio de Guayaquil en el ámbito de la prevención, para disminuir la delincuencia y la violencia criminal,27,187,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4,1
171,1,55746E+18,@UNIndepJudges @Martinminguchi Entiende bruto, eso es delincuencia organizada, ustedes fachoprogre, están en la onda dl marxismo cultural, todas esas institúyenos van a desaparecer !!!!,24,185,0,1,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,0,0,3
172,1,55746E+18,@UNIndepJudges @Martinminguchi Entiende bruto, eso es delincuencia organizada, ustedes fachoprogre, están en la onda dl marxismo cultural, todas esas institúyenos van a desaparecer !!!!,24,185,0,2,1,0.00,0.00,5.00,0.50,0.00,0.00,0.00,0.50,2,0,0,0,0,0,3
173,1,55746E+18,@Gio0613 @MLAlcivar La libertad de los que viajan con escoltas y en carros blindados, los demás no somos libres de que la delincuencia, producto de la destrucción del Estado y nulas oportunidades, nos quite la vida un día cualquiera.,39,233,1,2,1,0.00,0.00,5.00,0.50,0.00,0.00,0.00,0.50,2,0,0,0,5,22,3
174,1,55746E+18,@Gio0613 @MLAlcivar La libertad de los que viajan con escoltas y en carros blindados, los demás no somos libres de que la delincuencia, producto de la destrucción del Estado y nulas oportunidades, nos quite la vida un día cualquiera.,39,233,1,1,0,4.00,2.00,2.00,3.00,0.00,0.00,0.00,0.00,2,0,0,0,5,22,3
175,1,55746E+18,@Gio0613 @MLAlcivar La libertad de los que viajan con escoltas y en carros blindados, los demás no somos libres de que la delincuencia, producto de la destrucción del Estado y nulas oportunidades, nos quite la vida un día cualquiera,39,232,0,1,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,5,22,3
176,1,55746E+18,@Gio0613 @MLAlcivar La libertad de los que viajan con escoltas y en carros blindados, los demás no somos libres de que la delincuencia, producto de la destrucción del Estado y nulas oportunidades, nos quite la vida un día cualquiera,39,232,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,0,0,5,22,3
177,1,55747E+18,@VickyDesintonio Todos estos son iguales a Correa prófugo y delincuencia organizada y narcopolitica. Devuelvan la plata sinvergüenzas rateros,18,141,1,2,1,0.00,0.00,5.00,0.50,0.00,0.00,0.00,0.50,1,0,0,0,0,0,2
178,1,55747E+18,@VickyDesintonio Todos estos son iguales a Correa prófugo y delincuencia organizada y narcopolitica. Devuelvan la plata sinvergüenzas rateros,18,141,1,1,0,0.00,3.00,5.00,5.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,2
179,1,55747E+18,Devuelvan la plata sinvergüenzas rateros,5,40,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2
180,1,55747E+18,@VickyDesintonio Todos estos son iguales a Correa prófugo y delincuencia organizada y narcopolitica,13,99,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,2
181,1,55747E+18,Devuelvan la plata sinvergüenzas rateros,5,40,0,2,0,0.00,0.00,5.00,1.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,2
182,1,55747E+18,@VickyDesintonio Todos estos son iguales a Correa prófugo y delincuencia organizada y narcopolitica,13,99,0,1,0,0.00,5.00,5.00,3.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,2
183,1,55749E+18,Así seremos ciudadanos norteamericanos,4,38,0,2,0,1.50,0.00,5.00,0.00,4.50,0.00,0.00,0.00,0,0,0,0,0,1,2
184,1,55749E+18,La moneda ya la tenemos,5,23,0,2,0,3.00,0.00,2.50,1.00,8.00,0.00,12.50,2.00,0,0,0,0,0,1,2
185,1,55749E+18,Así seremos ciudadanos norteamericanos,4,38,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
186,1,55749E+18,@LuchoBaldeon Entreguen el país a los gringos es la mejor solución. Así seremos ciudadanos norteamericanos. La moneda ya la tenemos. Con eso se limpia la delincuencia. Se acaba el monopolio de los dueños del pais. Pena de muerte para violadores y ladrones,42,255,1,2,1,1.50,0.00,4.00,1.00,0.50,0.00,0.00,2.00,1,0,0,0,0,1,2
187,1,55749E+18,@LuchoBaldeon Entreguen el país a los gringos es la mejor solución. Así seremos ciudadanos norteamericanos. La moneda ya la tenemos. Con eso se limpia la delincuencia. Se acaba el monopolio de los dueños del pais. Pena de muerte para violadores y ladrones,42,255,1,2,0,1.00,1.00,4.50,5.00,2.00,2.00,0.50,0.00,1,0,0,0,0,1,2
188,1,55749E+18,La moneda ya la tenemos,5,23,0,2,1,1.50,0.00,2.50,0.50,4.50,0.00,12.50,0.50,0,0,0,0,0,1,2
189,1,55749E+18,Con eso se limpia la delincuencia,6,33,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
190,1,55749E+18,Pena de muerte para violadores y ladrones,7,41,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
191,1,55749E+18,Se acaba el monopolio de los dueños del pais,9,44,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
192,1,55749E+18,@LuchoBaldeon Entreguen el país a los gringos es la mejor solución,11,66,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
193,1,55749E+18,Con eso se limpia la delincuencia,6,33,0,2,0,1.50,0.00,5.00,0.00,0.50,0.00,0.00,0.00,0,0,0,0,0,1,2
194,1,55749E+18,Pena de muerte para violadores y ladrones,7,41,0,2,0,1.00,0.00,3.50,0.00,2.00,0.00,4.50,0.00,0,0,0,0,0,1,2
195,1,55749E+18,Se acaba el monopolio de los dueños del pais,9,44,0,2,0,0.50,0.00,5.00,0.00,0.50,0.00,0.00,0.00,0,0,0,0,0,1,2
196,1,55749E+18,@LuchoBaldeon Entreguen el país a los gringos es la mejor solución,11,66,0,2,0,0.00,2.50,4.00,1.50,0.00,12.50,2.00,0.00,1,0,0,0,0,1,2
197,1,5575E+18,Qué rabia e impotencia,4,22,0,2,0,1.50,0.00,3.50,0.00,4.50,0.00,4.50,0.00,0,0,0,0,0,1,2
198,1,5575E+18,@ivanstalyn Son unos HDP,4,24,0,2,0,0.00,0.50,3.50,1.00,0.00,0.50,4.50,2.00,1,0,0,0,0,1,2
199,1,5575E+18,(con rotura de vidrio incluida),5,31,0,2,0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
200,1,5575E+18,imparable,1,9,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
201,1,5575E+18,Qué rabia e impotencia,4,22,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
202,1,5575E+18,@ivanstalyn Son unos HDP,4,24,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
203,1,5575E+18,(con rotura de vidrio incluida),5,31,0,2,1,4.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0,0,0,0,0,1,2
204,1,5575E+18,La delincuencia está por todos lados,6,36,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
205,1,5575E+18,Hace unos años mientras estaba en el cine me destrozaron el tablero de un auto recién comprado para llevarse el radio,21,117,0,2,1,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
206,1,5575E+18,@ivanstalyn Son unos HDP. La delincuencia está por todos lados... imparable. Hace unos años mientras estaba en el cine me destrozaron el tablero de un auto recién comprado para llevarse el radio... (con rotura de vidrio incluida). Qué rabia e impotencia.,41,254,0,2,1,3.00,0.00,4.00,1.00,2.00,0.00,0.00,2.00,1,0,0,0,0,1,2
207,1,5575E+18,La delincuencia está por todos lados,6,36,0,2,0,3.50,0.00,3.50,2.50,4.50,0.00,4.50,12.50,0,0,0,0,0,1,2
208,1,5575E+18,Hace unos años mientras estaba en el cine me destrozaron el tablero de un auto recién comprado para llevarse el radio,21,117,0,2,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
209,1,5575E+18,@ivanstalyn Son unos HDP. La delincuencia está por todos lados... imparable. Hace unos años mientras estaba en el cine me destrozaron el tablero de un auto recién comprado para llevarse el radio... (con rotura de vidrio incluida). Qué rabia e impotencia.,41,254,0,2,0,3.50,2.50,3.50,4.00,4.50,12.50,4.50,2.00,1,0,0,0,0,1,2
210,1,5575E+18,#Ecuador,1,8,0,1,1,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0,1,0,0,1,2,1
211,1,5575E+18,asambleistas CORRUPTOS, garantistas de la delincuencia,6,54,0,1,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,2,1
212,1,5575E+18,DESGARRADOR, mientras los ciudadanos nos cruzamos con ASESINOS, SICARIOS y DELINCUENTES en las calles, la Asamblea se preocupa mas de perritos y gatitos e IMPIDE que las fuerzas del orden actúen,31,194,0,2,1,0.00,0.00,5.00,1.50,0.00,0.00,0.00,4.50,0,0,0,0,1,2,1
213,1,5575E+18,DESGARRADOR, mientras los ciudadanos nos cruzamos con ASESINOS, SICARIOS y DELINCUENTES en las calles, la Asamblea se preocupa mas de perritos y gatitos e IMPIDE que las fuerzas del orden actúen. asambleistas CORRUPTOS, garantistas de la delincuencia. #Ecuador,38,260,0,2,1,0.00,0.00,5.00,0.50,0.00,0.00,0.00,0.50,0,1,0,0,1,2,1
214,1,5575E+18,asambleistas CORRUPTOS, garantistas de la delincuencia,6,54,0,2,0,1.50,0.00,4.00,1.00,0.50,0.00,2.00,2.00,0,0,0,0,1,2,1
215,1,5575E+18,DESGARRADOR, mientras los ciudadanos nos cruzamos con ASESINOS, SICARIOS y DELINCUENTES en las calles, la Asamblea se preocupa mas de perritos y gatitos e IMPIDE que las fuerzas del orden actúen,31,194,0,2,0,4.50,0.00,4.50,2.50,0.50,0.00,0.50,12.50,0,0,0,0,1,2,1
216,1,5575E+18,DESGARRADOR, mientras los ciudadanos nos cruzamos con ASESINOS, SICARIOS y DELINCUENTES en las calles, la Asamblea se preocupa mas de perritos y gatitos e IMPIDE que las fuerzas del orden actúen. asambleistas CORRUPTOS, garantistas de la delincuencia. #Ecuador,38,260,0,2,0,5.00,0.50,5.00,3.00,0.00,0.50,0.00,8.00,0,1,0,0,1,2,1
217,1,55751E+18,@LassoGuillermo la inseguridad y la delincuencia no se combate incorporando más personas a la fuerza pública ni mucho menos creando una secretaría.,22,147,1,1,1,0.00,1.50,5.00,0.00,0.00,4.50,0.00,0.00,1,0,0,0,0,0,1
218,1,55751E+18,@LassoGuillermo la inseguridad y la delincuencia no se combate incorporando más personas a la fuerza pública ni mucho menos creando una secretaría.,22,147,1,1,0,0.00,5.00,3.50,3.00,0.00,0.00,4.50,0.00,1,0,0,0,0,0,1
219,1,55751E+18,@LassoGuillermo la inseguridad y la delincuencia no se combate incorporando más personas a la fuerza pública ni mucho menos creando una secretaría,22,146,0,1,1,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,1
220,1,55751E+18,@LassoGuillermo la inseguridad y la delincuencia no se combate incorporando más personas a la fuerza pública ni mucho menos creando una secretaría,22,146,0,1,0,0.00,0.00,2.50,0.00,0.00,0.00,12.50,0.00,1,0,0,0,0,0,1
